"Hugo_Symbol","Percent_Mut","Percent_AMP","Percent_DEL","Percent_AnyAlteration"
"ALAD",0.293255131964809,0.293255131964809,0,0.586510263929619
"ALAS1",0.586510263929619,0,0,0.586510263929619
"ALB",1.46627565982405,0,0,1.46627565982405
"ALCAM",0.293255131964809,0,0,0.293255131964809
"ALDH16A1",0.293255131964809,0.293255131964809,0.293255131964809,0.879765395894428
"ALDH1A1",0.293255131964809,0.293255131964809,0.293255131964809,0.879765395894428
"ALDH1A2",0.293255131964809,0,0.293255131964809,0.586510263929619
"ALDH1A3",0.586510263929619,0,0,0.586510263929619
"ALDH1B1",0.586510263929619,0.293255131964809,0.293255131964809,1.17302052785924
"ALDH1L1",0.293255131964809,0,0,0.293255131964809
"ALDH1L2",0.586510263929619,0,0,0.586510263929619
"ALDH2",0.293255131964809,0,0,0.293255131964809
"ALDH3A1",1.17302052785924,0.293255131964809,0.293255131964809,1.75953079178886
"ALDH3B2",0.293255131964809,0.293255131964809,0.293255131964809,0.879765395894428
"ALDH4A1",0.586510263929619,0.586510263929619,0,0.879765395894428
"ALDH5A1",0.586510263929619,0.293255131964809,0,0.879765395894428
"ALDH6A1",0.586510263929619,0,0,0.586510263929619
"ALDH7A1",0.293255131964809,0,0.293255131964809,0.586510263929619
"ALDH8A1",0.293255131964809,0,0.293255131964809,0.586510263929619
"ALDOB",0.586510263929619,0.586510263929619,0,1.17302052785924
"ALG1",0.293255131964809,0.586510263929619,0,0.879765395894428
"ALG10B",0.586510263929619,0.293255131964809,0.293255131964809,1.17302052785924
"ALG12",0.293255131964809,0,0.879765395894428,1.17302052785924
"ALG13",0.293255131964809,0,0,0.293255131964809
"ALG14",0.293255131964809,0.586510263929619,0,0.879765395894428
"ALG3",0.879765395894428,2.05278592375367,0,2.93255131964809
"ALG5",0.586510263929619,0.293255131964809,0,0.879765395894428
"ALG6",0.293255131964809,0,0,0.293255131964809
"ALK",0.879765395894428,0.586510263929619,0,1.46627565982405
"ALKBH1",0.293255131964809,0,0,0.293255131964809
"ALKBH4",0.293255131964809,0,0,0.293255131964809
"ALKBH5",0.293255131964809,0,0.293255131964809,0.586510263929619
